Data,Nº Nota Fiscal,Placa,Fornecedor,Km Inicial,Km Final,Km Total,Qtde. Litros,Média,Peso,Média Peso,Desconto,Valor Total,Centro de Custo,Plano de Contas
2/7/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,76004,76343,339,"438,09","0,77","0,00","0,00","R$ 0,00 ","R$ 2.611,03 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/7/2025,,EGJ-4B71,PARADA CERTA COMERCIO DE COMBUSTIVEIS LTDA,651966,653051,1085,"200,00","5,43","0,00","0,00","R$ 0,00 ","R$ 1.252,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/8/2025,,QIZ-3E10,COMERCIO DE COMBUSTIVEIS CACHOEIRA LTDA,551346,552650,1304,"631,24","2,07","0,00","0,00","R$ 0,00 ","R$ 3.749,55 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/10/2025,,RCP-3F78,DOMINGOS COMERCIAL DE COMBUSTIVEIS PLANALTO LTDA,473096,473627,531,"428,69","1,24","0,00","0,00","R$ 0,00 ","R$ 2.696,46 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/11/2025,,PES-6F45,GAM COMERCIO DE COMBUSTIVEIS LTDA,1142568,1143570,1002,"514,54","1,95","0,00","0,00","R$ 0,00 ","R$ 3.123,25 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/11/2025,,QIZ-3E10,AUTO POSTO PAMONHAO LTDA,552650,554190,1540,"200,00","7,70","0,00","0,00","R$ 0,00 ","R$ 1.250,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/11/2025,,SOC-0G05,AUTO POSTO PAMONHAO LTDA,76343,77854,1511,"200,00","7,55","0,00","0,00","R$ 0,00 ","R$ 1.250,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/11/2025,,PFB-2A13,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1054358,1055155,797,"314,92","2,53","0,00","0,00","R$ 0,00 ","R$ 1.980,83 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/11/2025,,SNO-6F99,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,126263,127477,1214,"300,00","4,05","0,00","0,00","R$ 0,00 ","R$ 1.887,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/11/2025,,QQN-8J78,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA,591852,592936,1084,"300,00","3,61","0,00","0,00","R$ 0,00 ","R$ 1.872,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/12/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,77854,78527,673,"580,01","1,16","0,00","0,00","R$ 0,00 ","R$ 3.514,86 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/12/2025,,QIZ-3E10,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,554190,554869,679,"200,20","3,39","0,00","0,00","R$ 0,00 ","R$ 1.213,21 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/12/2025,,SNO-6F99,AUTO POSTO POLO LTDA,127477,127680,203,"434,92","0,47","0,00","0,00","R$ 0,00 ","R$ 2.648,64 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/13/2025,,PFB-2A13,POSTO PETROTURBO LTDA,1055155,1056425,1270,"330,05","3,85","0,00","0,00","R$ 0,00 ","R$ 2.009,99 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/13/2025,,QQN-8J78,INVESTGAS LOCACAO E INVESTIMENTO LIMITADA,592936,593644,708,"479,31","1,48","0,00","0,00","R$ 0,00 ","R$ 3.000,48 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/14/2025,,QIZ-3E10,COMERCIO DE COMBUSTIVEIS JAQUEIRA LTDA,554869,555093,224,"469,04","0,48","0,00","0,00","R$ 0,00 ","R$ 2.781,39 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/15/2025,,QQN-8J78,DOMINGOS COMERCIAL DE COMBUSTIVEIS PLANALTO LTDA,593644,594987,1343,"200,00","6,72","0,00","0,00","R$ 0,00 ","R$ 1.188,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/15/2025,,EGJ-4B71,ARLINDO DA FONSECA LINS & CIA LTDA,653051,653612,561,"200,00","2,81","0,00","0,00","R$ 0,00 ","R$ 1.258,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/15/2025,,SOC-0G05,COMERCIO DE COMBUSTIVEIS JAQUEIRA LTDA,78527,80119,1592,"555,65","2,87","0,00","0,00","R$ 0,00 ","R$ 3.294,99 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/16/2025,,RCP-3F78,ECO VIP COMERCIO DE COMBUSTIVEIS LTDA,473627,475822,2195,"288,93","7,60","0,00","0,00","R$ 0,00 ","R$ 1.808,70 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/17/2025,,EGJ-4B71,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,653612,654174,562,"100,00","5,62","0,00","0,00","R$ 0,00 ","R$ 626,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/18/2025,,EGJ-4B71,J A D ARAUJO & CIA LTDA,654174,654339,165,"200,00","0,82","0,00","0,00","R$ 0,00 ","R$ 1.192,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/19/2025,,SOC-0G05,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,80119,81647,1528,"200,00","7,64","0,00","0,00","R$ 0,00 ","R$ 1.244,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/19/2025,,SOC-0G05,COMERCIO DE COMBUSTIVEIS JAQUEIRA LTDA,81647,82342,695,"592,16","1,17","0,00","0,00","R$ 0,00 ","R$ 3.511,51 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/19/2025,,QQN-8J78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,594987,595471,484,"456,08","1,06","0,00","0,00","R$ 0,00 ","R$ 2.868,74 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/19/2025,,QIZ-3E10,AUTO POSTO FRAGOSO LTDA,555093,556982,1889,"300,00","6,30","0,00","0,00","R$ 0,00 ","R$ 2.085,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/19/2025,,PFB-2A13,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1056425,1057711,1286,"352,13","3,65","0,00","0,00","R$ 0,00 ","R$ 2.214,92 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/20/2025,,QIZ-3E10,POSTO MINAS GERAIS LTDA -,556982,557499,517,"632,02","0,82","0,00","0,00","R$ 0,00 ","R$ 3.937,48 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/21/2025,,RCP-3F78,POSTO ROTA BARCELONA LTDA,475822,478064,2242,"559,24","4,01","0,00","0,00","R$ 0,00 ","R$ 3.439,33 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/21/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,127680,129366,1686,"646,48","2,61","0,00","0,00","R$ 0,00 ","R$ 3.853,04 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/21/2025,,QQN-8J78,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,595471,596972,1501,"496,11","3,03","0,00","0,00","R$ 0,00 ","R$ 2.956,82 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/22/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,82342,83933,1591,"571,35","2,78","0,00","0,00","R$ 0,00 ","R$ 3.388,12 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/22/2025,,PES-6F45,AUTO POSTO COMPORTAS LTDA,1143570,1144977,1407,"350,01","4,02","0,00","0,00","R$ 0,00 ","R$ 2.152,54 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/23/2025,,QQN-8J78,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,596972,598240,1268,"447,16","2,84","0,00","0,00","R$ 0,00 ","R$ 2.750,03 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/23/2025,,SNO-6F99,BAHIA PIAUI COMBUSTIVEIS LTDA,129366,130674,1308,"498,10","2,63","0,00","0,00","R$ 0,00 ","R$ 3.232,69 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/23/2025,,QIZ-3E10,REDE DE POSTOS MARAJO TOCANTINS LTDA,557499,559127,1628,"554,06","2,94","0,00","0,00","R$ 0,00 ","R$ 4.371,53 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/23/2025,,PES-6F45,GAM COMERCIO DE COMBUSTIVEIS LTDA,1144977,1145643,666,"300,00","2,22","0,00","0,00","R$ 0,00 ","R$ 1.820,99 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/24/2025,,PFB-2A13,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1057711,1058812,1101,"135,00","8,16","0,00","0,00","R$ 0,00 ","R$ 830,27 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/25/2025,,EGJ-4B71,ECO VIP COMERCIO DE COMBUSTIVEIS LTDA,654339,655339,1000,"100,00","10,00","0,00","0,00","R$ 0,00 ","R$ 615,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/25/2025,,SNO-6F99,R & LEAL COMBUSTIVEIS LTDA,130674,131064,390,"100,00","3,90","0,00","0,00","R$ 0,00 ","R$ 639,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/25/2025,,RCP-3F78,ESCADA COMERCIAL DE COMBUSTIVEIS DOMINGOS LTDA,478064,479028,964,"256,91","3,75","0,00","0,00","R$ 0,00 ","R$ 1.580,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/25/2025,,SOC-0G05,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,83933,85445,1512,"200,00","7,56","0,00","0,00","R$ 0,00 ","R$ 1.244,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/25/2025,,QQN-8J78,REDE JG GONZAGAO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,598240,599422,1182,"200,00","5,91","0,00","0,00","R$ 0,00 ","R$ 1.198,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/26/2025,,EGJ-4B71,PARADA CERTA COMERCIO DE COMBUSTIVEIS LTDA,655339,656670,1331,"200,00","6,66","0,00","0,00","R$ 0,00 ","R$ 1.230,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/26/2025,,SNO-6F99,SEVERINO ALMEIDA CHAVES,131064,132078,1014,"613,14","1,65","0,00","0,00","R$ 0,00 ","R$ 3.764,68 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/26/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,85445,86118,673,"300,00","2,24","0,00","0,00","R$ 0,00 ","R$ 1.770,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/26/2025,,PES-6F45,M. SAO JOAO COMERCIO DE COMBUSTIVEL LTDA,1145643,1145954,311,"300,00","1,04","0,00","0,00","R$ 0,00 ","R$ 1.788,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/27/2025,,QQN-8J78,POSTO SUL LTDA,600095,600611,516,"50,00","10,32","0,00","0,00","R$ 0,00 ","R$ 307,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/27/2025,,QQN-8J78,LM DERIVADO DE PETROLEO LTDA,599422,600095,673,"200,00","3,37","0,00","0,00","R$ 0,00 ","R$ 1.246,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/27/2025,,QIZ-3E10,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,559127,560764,1637,"200,00","8,19","0,00","0,00","R$ 0,00 ","R$ 1.230,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/28/2025,,QQN-8J78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,600611,600656,45,"556,37","0,08","0,00","0,00","R$ 0,00 ","R$ 3.421,68 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/28/2025,,QIZ-3E10,COMERCIO DE COMBUSTIVEIS JAQUEIRA LTDA,560764,561569,805,"620,87","1,30","0,00","0,00","R$ 0,00 ","R$ 3.638,29 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/28/2025,,SOC-0G05,GAM COMERCIO DE COMBUSTIVEIS LTDA,86118,86511,393,"100,00","3,93","0,00","0,00","R$ 0,00 ","R$ 599,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/28/2025,,PFB-2A13,AUTO POSTO POLO LTDA,1058812,1059689,877,"207,93","4,22","0,00","0,00","R$ 0,00 ","R$ 1.266,29 ",COMBUSTIVEL ,DESP. PRODUCAO   
2/28/2025,,SNO-6F99,POSTO SAO ROQUE CERRADAO LTDA,132078,133707,1629,"100,00","16,29","0,00","0,00","R$ 0,00 ","R$ 626,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/1/2025,,EGJ-4B71,ECO VIP COMERCIO DE COMBUSTIVEIS LTDA,656670,656730,60,"200,00","0,30","0,00","0,00","R$ 0,00 ","R$ 1.230,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/1/2025,,PFB-2A13,ALBUQUERQUE PNEUS LTDA,1059689,1060568,879,"200,00","4,39","0,00","0,00","R$ 0,00 ","R$ 1.218,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/1/2025,,SNO-6F99,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,133707,134351,644,"300,00","2,15","0,00","0,00","R$ 0,00 ","R$ 1.845,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/2/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,134351,134773,422,"200,01","2,11","0,00","0,00","R$ 0,00 ","R$ 1.186,09 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/2/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,87079,87813,734,"453,50","1,62","0,00","0,00","R$ 0,00 ","R$ 2.643,92 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/2/2025,,SNO-6F99,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,134773,135014,241,"549,09","0,44","0,00","0,00","R$ 0,00 ","R$ 3.201,19 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/2/2025,,SOC-0G05,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,86511,87079,568,"300,00","1,89","0,00","0,00","R$ 0,00 ","R$ 1.845,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/2/2025,,QQN-8J78,M.D COMERCIO DE COMBUSTIVEL PLANALTO LTDA,600656,602208,1552,"200,00","7,76","0,00","0,00","R$ 0,00 ","R$ 1.188,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/3/2025,,QQN-8J78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,602208,602530,322,"200,09","1,61","0,00","0,00","R$ 0,00 ","R$ 1.230,57 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/4/2025,,PES-6F45,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1145954,1146879,925,"200,00","4,63","0,00","0,00","R$ 0,00 ","R$ 1.230,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/4/2025,,EGJ-4B71,R H DE ALMEIDA MOURA,656730,657607,877,"100,00","8,77","0,00","0,00","R$ 0,00 ","R$ 659,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/5/2025,,EGJ-4B71,POSTO MONTEIRO LTDA,657607,657623,16,"200,00","0,08","0,00","0,00","R$ 0,00 ","R$ 1.230,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/5/2025,,QQN-8J78,REDE JG MAC COMERCIO DE COMBUSTIVEIS LTDA,602530,603360,830,"560,01","1,48","0,00","0,00","R$ 0,00 ","R$ 3.354,47 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/5/2025,,PFB-2A13,F L MARINHO LTDA,1060568,1060936,368,"150,00","2,45","0,00","0,00","R$ 0,00 ","R$ 925,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/7/2025,,SOC-0G05,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,87813,89288,1475,"200,00","7,38","0,00","0,00","R$ 0,00 ","R$ 1.240,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/7/2025,,RCP-3F78,POSTO SAO CRISTOVAO LTDA,479028,481482,2454,"200,00","12,27","0,00","0,00","R$ 0,00 ","R$ 1.230,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/8/2025,,QQN-8J78,COMERCIO DE COMBUSTIVEIS JAQUEIRA LTDA,603360,604919,1559,"560,40","2,78","0,00","0,00","R$ 0,00 ","R$ 3.340,01 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/8/2025,,SNO-6F99,ECO VIP COMERCIO DE COMBUSTIVEIS LTDA,135014,135873,859,"300,00","2,86","0,00","0,00","R$ 0,00 ","R$ 1.845,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/8/2025,,PES-6F45,PARADA CERTA COMERCIO DE COMBUSTIVEIS LTDA,1146879,1147445,566,"300,00","1,89","0,00","0,00","R$ 0,00 ","R$ 1.845,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/8/2025,,PFB-2A13,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1060936,1061178,242,"105,70","2,29","0,00","0,00","R$ 0,00 ","R$ 650,06 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/8/2025,,RCP-3F78,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,481482,481917,435,"569,35","0,76","0,00","0,00","R$ 0,00 ","R$ 3.501,51 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/9/2025,,QIZ-3E10,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,561569,563091,1522,"300,00","5,07","0,00","0,00","R$ 0,00 ","R$ 1.845,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/10/2025,,SNO-6F99,REDE JG MAC COMERCIO DE COMBUSTIVEIS LTDA,135873,136630,757,"100,00","7,57","0,00","0,00","R$ 0,00 ","R$ 599,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/10/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,89288,90182,894,"365,48","2,45","0,00","0,00","R$ 0,00 ","R$ 2.178,28 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/11/2025,,SNO-6F99,RPMP COMERCIO DE COMBUSTIVEIS LTDA,136630,136762,132,"632,58","0,21","0,00","0,00","R$ 0,00 ","R$ 3.770,16 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/11/2025,,QQN-8J78,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,604919,606450,1531,"300,00","5,10","0,00","0,00","R$ 0,00 ","R$ 1.845,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/12/2025,,EGJ-4B71,VILA BELA COMERCIO DE COMBUSTIVEL LTDA,657623,658054,431,"200,00","2,15","0,00","0,00","R$ 0,00 ","R$ 1.198,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/12/2025,,QQN-8J78,COMERCIO DE COMBUSTIVEIS JAQUEIRA LTDA,606450,607147,697,"558,97","1,25","0,00","0,00","R$ 0,00 ","R$ 3.303,51 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/12/2025,,PES-6F45,AUTO POSTO QUATRO IRMAOS LTDA,1147445,1148424,979,"300,00","3,26","0,00","0,00","R$ 0,00 ","R$ 1.845,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/13/2025,,PFB-2A13,AUTO POSTO POLO LTDA,1062068,1062374,306,"150,00","2,04","0,00","0,00","R$ 0,00 ","R$ 913,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/13/2025,,RCP-3F78,POSTO PETROTURBO LTDA,481917,483981,2064,"340,00","6,07","0,00","0,00","R$ 0,00 ","R$ 2.036,60 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/13/2025,,PFB-2A13,AUTO POSTO POLO LTDA,1061178,1062068,890,"100,00","8,90","0,00","0,00","R$ 0,00 ","R$ 609,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/13/2025,,SNO-6F99,IRMAOS VASCONCELOS LTDA,136762,138428,1666,"620,38","2,69","0,00","0,00","R$ 0,00 ","R$ 3.716,08 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/14/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,90182,91910,1728,"300,00","5,76","0,00","0,00","R$ 0,00 ","R$ 1.773,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/14/2025,,EGJ-4B71,ABASTECA COMERCIO DE COMBUSTIVEIS LTDA,658054,658678,624,"100,01","6,24","0,00","0,00","R$ 0,00 ","R$ 619,06 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/14/2025,,PES-6F45,AUTO POSTO PONTO 10 LTDA,1148424,1149016,592,"200,00","2,96","0,00","0,00","R$ 0,00 ","R$ 1.198,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/15/2025,,PFB-2A13,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1062374,1062712,338,"157,41","2,15","0,00","0,00","R$ 0,00 ","R$ 942,89 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/15/2025,,RCP-3F78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,483981,485135,1154,"531,07","2,17","0,00","0,00","R$ 0,00 ","R$ 3.181,13 ",COMBUSTIVEL ,DESP. PRODUCAO   
3/15/2025,,SOC-0G05,GAM COMERCIO DE COMBUSTIVEIS LTDA,91910,92282,372,"300,00","1,24","0,00","0,00","R$ 0,00 ","R$ 1.797,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
