Data,Nº Nota Fiscal,Placa,Fornecedor,Km Inicial,Km Final,Km Total,Qtde. Litros,Média,Peso,Média Peso,Desconto,Valor Total,Centro de Custo,Plano de Contas
6/13/2025,,SNO-6F99,POSTO SAO ROQUE CERRADAO LTDA,166440,167800,1360,"511,00","2,66","0,00","0,00","R$ 0,00 ","R$ 2.963,80 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/13/2025,,PFB-2A13,J A D ARAUJO & CIA LTDA,1076030,1076921,891,"239,54","3,72","0,00","0,00","R$ 0,00 ","R$ 1.291,15 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/13/2025,,SNO-6F99,BAHIA PIAUI COMBUSTIVEIS LTDA,167800,168041,241,"118,79","2,03","0,00","0,00","R$ 0,00 ","R$ 711,52 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/14/2025,,QIZ-3E10,COMERCIO DE COMBUSTIVEIS JAQUEIRA LTDA,595411,595995,584,"300,00","1,95","0,00","0,00","R$ 0,00 ","R$ 1.608,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/14/2025,,QIZ-3E10,POSTO DE COMBUSTIVEL ALTO DA SERRA LTDA,593776,595411,1635,"100,00","16,35","0,00","0,00","R$ 0,00 ","R$ 580,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/14/2025,,SOC-0G05,REDE DOM PEDRO DE POSTOS LTDA.,121813,123206,1393,"200,00","6,97","0,00","0,00","R$ 0,00 ","R$ 1.148,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/14/2025,,EGJ-4B71,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,9659,9932,273,"150,00","1,82","0,00","0,00","R$ 0,00 ","R$ 823,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/15/2025,,SNO-6F99,POSTO CORUJAO LTDA,168041,168869,828,"150,00","5,52","0,00","0,00","R$ 0,00 ","R$ 898,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/15/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,123206,123961,755,"250,00","3,02","0,00","0,00","R$ 0,00 ","R$ 1.340,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/16/2025,,PES-6F45,INVESTGAS LOCACAO E INVESTIMENTO LIMITADA,1161997,1162363,366,"300,00","1,22","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/16/2025,,SNO-6F99,SEVERINO ALMEIDA CHAVES,168869,169407,538,"602,84","0,89","0,00","0,00","R$ 0,00 ","R$ 3.400,02 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/16/2025,,PEL-9J12,CEMOPEL CM PETROLEO LTDA,593951,595451,1500,"300,00","5,00","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/17/2025,,EGJ-4B71,CEMOPEL CM PETROLEO LTDA,9932,10374,442,"150,00","2,95","0,00","0,00","R$ 0,00 ","R$ 823,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/17/2025,,PES-6F45,J A D ARAUJO & CIA LTDA,1162363,1162631,268,"424,89","0,63","0,00","0,00","R$ 0,00 ","R$ 2.417,62 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/17/2025,,PEL-9J12,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,595451,596075,624,"300,00","2,08","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/18/2025,,RCP-3F78,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,507219,508143,924,"300,00","3,08","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/18/2025,,QQN-8J78,AUTO POSTO POLO LTDA,627846,629367,1521,"100,00","15,21","0,00","0,00","R$ 0,00 ","R$ 545,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/18/2025,,SOC-0G05,GAM COMERCIO DE COMBUSTIVEIS LTDA,123961,124330,369,"300,01","1,23","0,00","0,00","R$ 0,00 ","R$ 1.671,03 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/18/2025,,SNO-6F99,POSTO SAO ROQUE CERRADAO LTDA,169407,170992,1585,"400,00","3,96","0,00","0,00","R$ 0,00 ","R$ 2.320,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/18/2025,,PFB-2A13,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1076921,1077546,625,"175,80","3,56","0,00","0,00","R$ 0,00 ","R$ 965,14 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/18/2025,,QQN-8J78,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,629367,629555,188,"490,05","0,38","0,00","0,00","R$ 0,00 ","R$ 2.690,39 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/19/2025,,PEL-9J12,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,596075,596742,667,"270,66","2,46","0,00","0,00","R$ 0,00 ","R$ 1.485,93 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/19/2025,,PFB-2A13,PARADA CERTA COMERCIO DE COMBUSTIVEIS LTDA,1077546,1078522,976,"249,12","3,92","0,00","0,00","R$ 0,00 ","R$ 1.367,67 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/20/2025,,PES-6F45,POSTO VALENTIM VALENCA LTDA,1162631,1164092,1461,"300,00","4,87","0,00","0,00","R$ 0,00 ","R$ 1.695,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/20/2025,,QIZ-3E10,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,595995,596970,975,"300,00","3,25","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/20/2025,,PEL-9J12,REDE JG POJUCA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,596742,597496,754,"100,00","7,54","0,00","0,00","R$ 0,00 ","R$ 574,02 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/21/2025,,EGJ-4B71,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,10374,10985,611,"100,00","6,11","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/21/2025,,SNO-6F99,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,172035,172293,258,"614,25","0,42","0,00","0,00","R$ 0,00 ","R$ 3.286,22 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/21/2025,,SNO-6F99,J. H . COMBUSTIVEIS LTDA,170992,172035,1043,"200,00","5,22","0,00","0,00","R$ 0,00 ","R$ 1.158,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/21/2025,,PFB-2A13,COMERCIO DE COMBUSTIVEIS PARNAMIRIM LTDA,1078522,1079415,893,"150,00","5,95","0,00","0,00","R$ 0,00 ","R$ 835,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/21/2025,,PEL-9J12,N A & CIA LTDA,597496,597731,235,"303,21","0,78","0,00","0,00","R$ 0,00 ","R$ 1.707,07 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/21/2025,,QQN-8J78,POSTO SANTA BEATRIZ LTDA,629555,630937,1382,"200,00","6,91","0,00","0,00","R$ 0,00 ","R$ 1.078,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/22/2025,,RCP-3F78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,508143,509416,1273,"551,92","2,31","0,00","0,00","R$ 0,00 ","R$ 3.030,04 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/24/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,124330,125080,750,"552,25","1,36","0,00","0,00","R$ 0,00 ","R$ 3.031,85 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/24/2025,,QIZ-3E10,AUTO POSTO POLO LTDA,596970,597742,772,"620,01","1,25","0,00","0,00","R$ 0,00 ","R$ 3.379,05 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/24/2025,,QQN-8J78,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA,630937,631439,502,"464,48","1,08","0,00","0,00","R$ 0,00 ","R$ 2.550,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/25/2025,,PEL-9J12,POSTO IPIRANGAO LTDA,597731,598297,566,"300,00","1,89","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/25/2025,,SOC-0G05,COMERCIO DE COMBUSTIVEIS SANTO ESTEVAO LTDA,125080,125839,759,"192,39","3,95","0,00","0,00","R$ 0,00 ","R$ 1.063,93 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/25/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,172293,173200,907,"200,00","4,53","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/26/2025,,PEL-9J12,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,598297,598850,553,"300,00","1,84","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/26/2025,,PFB-2A13,J B COMBUSTIVEIS LTDA,1079415,1080848,1433,"100,00","14,33","0,00","0,00","R$ 0,00 ","R$ 576,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/26/2025,,RCP-3F78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,509416,511245,1829,"502,55","3,64","0,00","0,00","R$ 0,00 ","R$ 2.758,97 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/26/2025,,PES-6F45,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1164092,1165311,1219,"200,91","6,07","0,00","0,00","R$ 0,00 ","R$ 1.103,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/26/2025,,QIZ-3E10,TIANGUA PETROLEO LTDA,597742,599184,1442,"300,00","4,81","0,00","0,00","R$ 30,00 ","R$ 1.677,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/27/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1080848,1081239,391,"100,00","3,91","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/27/2025,,SNO-6F99,RPMP COMERCIO DE COMBUSTIVEIS LTDA,173200,173999,799,"589,29","1,36","0,00","0,00","R$ 0,00 ","R$ 3.247,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/27/2025,,SOC-0G05,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,125839,127304,1465,"200,00","7,32","0,00","0,00","R$ 0,00 ","R$ 1.192,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/28/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,173999,174235,236,"113,31","2,08","0,00","0,00","R$ 0,00 ","R$ 630,03 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/28/2025,,SNO-6F99,POSTO SAO ROQUE CERRADAO LTDA,174235,174828,593,"311,04","1,91","0,00","0,00","R$ 0,00 ","R$ 1.847,58 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/29/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,127304,127967,663,"250,00","2,65","0,00","0,00","R$ 0,00 ","R$ 1.377,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/29/2025,,QIZ-3E10,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,599184,600225,1041,"200,00","5,20","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/30/2025,,PEL-9J12,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,598850,599490,640,"304,88","2,10","0,00","0,00","R$ 0,00 ","R$ 1.673,79 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/1/2025,,PFB-2A13,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA,1081239,1081518,279,"200,00","1,39","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/1/2025,,SOC-0G05,GAM COMERCIO DE COMBUSTIVEIS LTDA,127967,128350,383,"300,00","1,28","0,00","0,00","R$ 0,00 ","R$ 1.692,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/1/2025,,PEL-9J12,POSTO AR COMBUSTIVEIS LTDA,599490,600089,599,"285,33","2,10","0,00","0,00","R$ 0,00 ","R$ 1.566,46 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/1/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,174828,176002,1174,"100,00","11,74","0,00","0,00","R$ 0,00 ","R$ 556,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/1/2025,,QQN-8J78,POSTO DA VILA LTDA,631439,632795,1356,"200,00","6,78","0,00","0,00","R$ 0,00 ","R$ 1.138,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/2/2025,,PES-6F45,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1165311,1166019,708,"300,00","2,36","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/2/2025,,SNO-6F99,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,176002,176238,236,"500,00","0,47","0,00","0,00","R$ 0,00 ","R$ 2.750,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/3/2025,,QQN-8J78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,632795,633298,503,"100,00","5,03","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/4/2025,,PES-6F45,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1166019,1166586,567,"300,00","1,89","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/4/2025,,PEL-9J12,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,600089,600641,552,"260,94","2,12","0,00","0,00","R$ 0,00 ","R$ 1.432,58 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/4/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,128350,128977,627,"445,48","1,41","0,00","0,00","R$ 0,00 ","R$ 2.445,69 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/4/2025,,QQN-8J78,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,633298,633490,192,"300,00","0,64","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/5/2025,,PFB-2A13,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1081518,1082100,582,"200,00","2,91","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/5/2025,,RCP-3F78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,511245,513292,2047,"200,00","10,23","0,00","0,00","R$ 0,00 ","R$ 1.090,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/6/2025,,QQN-8J78,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA,633490,634020,530,"438,17","1,21","0,00","0,00","R$ 0,00 ","R$ 2.405,55 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/7/2025,,PES-6F45,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1166586,1167150,564,"300,00","1,88","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/7/2025,,SNO-6F99,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,176238,177128,890,"300,00","2,97","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/7/2025,,QIZ-3E10,CEMOPEL CM PETROLEO LTDA,600225,600736,511,"100,00","5,11","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/7/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1082100,1082632,532,"168,51","3,16","0,00","0,00","R$ 0,00 ","R$ 925,12 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/8/2025,,EGJ-4B71,CEMOPEL CM PETROLEO LTDA,10985,11487,502,"100,00","5,02","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/8/2025,,SOC-0G05,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,128977,130596,1619,"566,24","2,86","0,00","0,00","R$ 0,00 ","R$ 3.108,65 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/8/2025,,QQN-8J78,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA,634020,635575,1555,"100,00","15,55","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/9/2025,,PES-6F45,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1167150,1167715,565,"300,00","1,88","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/9/2025,,RCP-3F78,ANA P PIMENTEL BANDEIRA DE SANTANA LTDA,513292,514195,903,"100,00","9,03","0,00","0,00","R$ 0,00 ","R$ 618,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/9/2025,,QQN-8J78,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA,635575,635663,88,"478,26","0,18","0,00","0,00","R$ 0,00 ","R$ 2.625,65 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/9/2025,,PES-6F45,ESCADA COMERCIAL DE COMBUSTIVEIS DOMINGOS LTDA,1167715,1168169,454,"295,00","1,54","0,00","0,00","R$ 0,00 ","R$ 1.619,55 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/9/2025,,SNO-6F99,AUTO POSTO POLO LTDA,177128,177941,813,"200,00","4,07","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/9/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,130596,131306,710,"179,14","3,96","0,00","0,00","R$ 0,00 ","R$ 979,87 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/9/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,177941,178134,193,"300,00","0,64","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/10/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1082632,1083276,644,"198,72","3,24","0,00","0,00","R$ 0,00 ","R$ 1.090,97 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/10/2025,,RCP-3F78,CEMOPEL CM PETROLEO LTDA,514195,514414,219,"300,00","0,73","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/11/2025,,SNO-6F99,AUTO POSTO POLO LTDA,178134,179049,915,"200,00","4,57","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/11/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1083276,1083546,270,"80,32","3,36","0,00","0,00","R$ 0,00 ","R$ 440,96 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/12/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1083546,1084330,784,"100,00","7,84","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/14/2025,,PES-6F45,POSTO IPIRANGAO LTDA,1168169,1169470,1301,"583,59","2,23","0,00","0,00","R$ 0,00 ","R$ 3.203,91 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/14/2025,,QIZ-3E10,CEMOPEL CM PETROLEO LTDA,600736,601020,284,"300,00","0,95","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/14/2025,,QQN-8J78,IRMAOS VASCONCELOS LTDA,635663,637238,1575,"540,62","2,91","0,00","0,00","R$ 0,00 ","R$ 2.968,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/15/2025,,PFB-2A13,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1084330,1084541,211,"100,00","2,11","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/15/2025,,RCP-3F78,CEMOPEL CM PETROLEO LTDA,514414,515449,1035,"200,00","5,18","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/15/2025,,SOC-0G05,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,131306,132826,1520,"100,00","15,20","0,00","0,00","R$ 0,00 ","R$ 556,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/15/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,179049,179844,795,"300,00","2,65","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/16/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,132826,133068,242,"250,00","0,97","0,00","0,00","R$ 0,00 ","R$ 1.337,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/16/2025,,QIZ-3E10,POSTO ROTA BARCELONA LTDA,601020,601590,570,"571,84","1,00","0,00","0,00","R$ 0,00 ","R$ 3.139,39 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/16/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,179844,180398,554,"300,10","1,85","0,00","0,00","R$ 0,00 ","R$ 1.647,56 ",COMBUSTIVEL ,DESP. PRODUCAO   
